ID,exerciseName,targetedMuscle,Dynamic stabilizer,Mechanics,Force,generalMuscle,isNeedEquipment,bench,Dumbbell,barbell,stability ball,dip machine,pull-up bar,cable machine,Lower Pectoralis Major,Upper Pectoralis Major,Anterior Deltoid,Triceps Brachii,Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, Rectus Abdominis,Iliopsoas, Rectus Femoris, Quadriceps, Serratus Anterior , Latissimus Dorsi, Pectoralis Minor, Rhomboids, Levator Scapulae, Teres Major,Biceps Brachii, Brachialis, Brachioradialis, Internal and External Obliques, Rectus Abdominis,Infraspinatus, Teres Minor, Lateral Deltoid, Middle and Lower Trapezius,Hamstrings,Adductor Magnus,Gracilis,Obliques, Gluteus Maximus,Supraspinatus,Posterior Deltoid,Pectoralis Major,Quadratus Lumborum,Psoas Major,Iliocastalis Lumborum,Iliocastalis Thoracis,Soleus,Gastrocnemius,Popliteus,Gluteus Medius,Gluteus Minimus,Flexor Carpi Radialis,Anconeus
61,Dumbbell-forward-leaning-lunge,"Gluteus-Maximus,-Quadriceps","Hamstrings,-Gastrocnemius",Compound,Push,Legs-and-Glutes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,Bicycle-crunch,Rectus-Abdominis,Rectus-Femoris,Compound,Pull,Legs-and-Glutes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Bodyweight-sumo-squat,Quadriceps,"Hamstrings,-Gastrocnemius",Compound,Push,Legs-and-Glutes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,Lying-alternating-straight-leg-raise,Iliopsoas,Rectus-Femoris,Isolation,Pull,Legs-and-Glutes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Hip-thrust,Gluteus-Maximus,Hamstrings,Isolation,Push,Legs-and-Glutes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Step-up,Quadriceps,Hamstrings,Compound,Push,Legs-and-Glutes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
67,Decline-dumbbell-bench-press,Lower-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Incline-cable-bench-press,Upper-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Machine-assisted-triceps-dip,Triceps-Brachii,Biceps-Brachii,Compound,Push,chest,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Bent-knee-bench-dip,Triceps-Brachii,Biceps-Brachii,Compound,Push,chest,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,Lying-cable-fly,Lower-Pectoralis-Major,null,Isolation,Push,chest,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Shoulder-tap-push-up,Lower-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Incline-dumbbell-fly,Upper-Pectoralis-Major,null,Isolation,Push,chest,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Spiderman-push-up,Lower-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
75,Barbell-JM-press,Triceps-Brachii,Biceps-Brachii,Compound,Push,chest,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Smith-machine-incline-bench-press,Upper-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Incline-push-up,Lower-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Side-push-up,Lower-Pectoralis-Major,null,Compound,Push,chest,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Incline-dumbbell-press-on-a-stability-ball,Upper-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Wide-reverse-grip-barbell-bench-press,Upper-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Dumbbell-fly-on-a-stability-ball,Lower-Pectoralis-Major,null,Isolation,Push,chest,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Dumbbell-fly,Lower-Pectoralis-Major,null,Isolation,Push,chest,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Incline-dumbbell-bench-press,Upper-Pectoralis-Major,Biceps-Brachii,Compound,Push,chest,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Cable-side-bend,Internal-and-External-Obliques,null,Isolation,Pull,core,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
85,Frog-crunch,Rectus-Abdominis,null,Isolation,Pull,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Crunch-with-stability-ball-leg-raise,"Rectus-Abdominis,-Iliopsoas",Rectus-Femoris,Compound,Pull,core,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Seated-cable-cross-Arm-twist,Internal-and-External-Obliques,null,Isolation,Pull,core,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
88,Cable-Russian-twist-on-a-stability-ball,Internal-and-External-Obliques,null,Isolation,Pull,core,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
89,Captainâ€™s-chair-straight-leg-raise,Iliopsoas,null,Isolation,Pull,core,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Seated-dumbbell-one-Arm-shoulder-press,Anterior-Deltoid,null,Compound,Push,Shoulders,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
91,Elevated-pike-press,Anterior-Deltoid,Biceps-Brachii,Compound,Push,Shoulders,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Pike-press,Anterior-Deltoid,Biceps-Brachii,Compound,Push,Shoulders,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Bent-knee-inverted-rear-delt-row,Posterior-Deltoid,Biceps-Brachii,Compound,Pull,Shoulders,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Barbell-front-raise,Anterior-Deltoid,null,Isolation,Push,Shoulders,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Cable-Y-raise,Lateral-Deltoid,null,Isolation,Pull,Shoulders,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96,Smith-machine-upright-row,Lateral-Deltoid,null,Compound,Pull,Shoulders,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Seated-Smith-machine-behind-the-neck-shoulder-press,Anterior-Deltoid,null,Compound,Push,Shoulders,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Dumbbell-one-Arm-lateral-raise,Lateral-Deltoid,null,Isolation,Pull,Shoulders,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Leaning-dumbbell-lateral-raise,Lateral-Deltoid,null,Isolation,Pull,Shoulders,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Dumbbell-Scott-press,Lateral-Deltoid,null,Isolation,Pull,Shoulders,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,Smith-machine-shoulder-press,Anterior-Deltoid,"Biceps-Brachii,-Triceps-Brachii-(long-head)",Compound,Push,Shoulders,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Seated-elbows-in-alternating-dumbbell-overhead-press,Anterior-Deltoid,"Biceps-Brachii,-Triceps-Brachii-(long-head)",Compound,Push,Shoulders,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
103,Standing-cable-rear-delt-row-with-rope,Posterior-Deltoid,Biceps-Brachii,Compound,Push,Shoulders,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Double-cable-front-raise,Anterior-Deltoid,null,Isolation,Push,Shoulders,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,One-Arm-reverse-dumbbell-fly,Posterior-Deltoid,null,Isolation,Pull,Shoulders,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Seated-alternating-dumbbell-curl,Biceps-Brachii,null,Isolation,Pull,Arm,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Underhand-grip-inverted-row,back-in-general,"Biceps-Brachii,-Triceps-Brachii-(long-head)",Compound,Pull,"Back,Arm",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,Barbell-underhand-grip-bent-over-row,back-in-general,"Biceps-Brachii,-Triceps-Brachii-(long-head)",Compound,Pull,"Back,Arm",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Seated-barbell-bent-knee-good-morning,Gluteus-Maximus,null,Isolation,Pull,Back,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Dumbbell-straight-leg-deadlift,Hamstrings,null,Compound,Pull,Back,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Dumbbell-suitcase-carry,Upper-Trapezius,null,Isolation,Pull,Back,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Barbell-sumo-Romanian-deadlift,"Gluteus-Maximus,-Erector-Spinae","Hamstrings,-Gastrocnemius",Compound,Pull,Back,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,Barbell-bent-knee-good-morning,Gluteus-Maximus,null,Isolation,Pull,Back,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Barbell-good-morning,Hamstrings,null,Isolation,Pull,Back,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Smith-machine-shrug,Upper-Trapezius,null,Isolation,Pull,Back,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Smith-machine-Yates-row,back-in-general,"Biceps-Brachii,-Triceps-Brachii-(long-head)",Compound,Pull,Back,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
117,Machine-front-pull-down,Latissimus-Dorsi,Triceps-Brachii-(long-head),Compound,Pull,"Back,Arm",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,Standing-cable-row,back-in-general,"Biceps-Brachii,-Triceps-Brachii-(long-head)",Compound,Pull,Back,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,Rope-lat-pull-down,Latissimus-Dorsi,"Biceps-Brachii,-Triceps-Brachii-(long-head)",Compound,Pull,"Back,Arm",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Lying-reverse-dumbbell-fly,Posterior-Deltoid,null,Isolation,Pull,Back,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Machine-triceps-dip,Triceps-Brachii,null,Compound,Push,Arm,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Barbell-drag-curl,Biceps-Brachii,null,Isolation,Pull,Arm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,Lying-dumbbell-supination,Supinator,null,Isolation,Pull,Arm,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Lying-dumbbell-pronation,Pronators-,null,Isolation,Push,Arm,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
125,Dumbbell-preacher-curl,Brachialis,null,Isolation,Pull,Arm,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Smith-machine-JM-press,Triceps-Brachii,Biceps-Brachii-(short-head),Compound,Push,Arm,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
